codigo_cbo,titulo,slug,grande_grupo_codigo,grande_grupo,subgrupo_principal_codigo,subgrupo_principal,subgrupo_codigo,subgrupo,empregados,salario_mediano_rais,escolaridade_tipica,salario_mediano_caged,admissoes,desligamentos,saldo_periodo,n_ocupacoes,n_areas_atividade,n_atividades
8214,Operadores de equipamentos de acabamento de chapas e metais,8214-operadores-de-equipamentos-de-acabamento-de-chapas-e-metais,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,82,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,821,OPERADORES DE INSTALAÇÕES E EQUIPAMENTOS DE PRODUÇÃO DE METAIS E LIGAS- PRIMEIRA FUSÃO,30751,2654.15,Médio Completo,2045.45,24349,26150,-1801,10,10,80
8221,Forneiros metalúrgicos (segunda fusão e reaquecimento),8221-forneiros-metalurgicos-segunda-fusao-e-reaquecimento,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,82,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,822,OPERADORES DE INSTALAÇÕES E EQUIPAMENTOS DE PRODUÇÃO DE METAIS E LIGAS- SEGUNDA FUSÃO,3109,3254.36,Médio Completo,2200.0,791,1254,-463,5,9,94
8231,"Operadores na preparação de massas para abrasivo, vidro, cerâmica, porcelana e materiais de construção",8231-operadores-na-preparacao-de-massas-para-abrasivo-vidro-ceramica-porcelana-e-materiais-de-construcao,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,82,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,823,"TRABALHADORES DE INSTALAÇÕES E EQUIPAMENTOS DE MATERIAL DE CONSTRUÇÃO, CERÂMICA E VIDRO",2946,2829.87,Médio Completo,2200.0,1502,1659,-157,7,7,64
8232,"Operadores de equipamentos de fabricação  e beneficiamento de cristais, vidros, cerâmicas, porcelanas, fibras de vidro, abrasivos e afins",8232-operadores-de-equipamentos-de-fabricacao-e-beneficiamento-de-cristais-vidros-ceramicas-porcelanas-fibras-de-vidro-abrasivos-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,82,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,823,"TRABALHADORES DE INSTALAÇÕES E EQUIPAMENTOS DE MATERIAL DE CONSTRUÇÃO, CERÂMICA E VIDRO",3964,2506.22,Médio Completo,2156.0,2825,3040,-215,10,8,97
8233,Operadores de instalações e equipamentos de fabricação de materiais de construção,8233-operadores-de-instalacoes-e-equipamentos-de-fabricacao-de-materiais-de-construcao,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,82,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,823,"TRABALHADORES DE INSTALAÇÕES E EQUIPAMENTOS DE MATERIAL DE CONSTRUÇÃO, CERÂMICA E VIDRO",21024,1834.82,Médio Completo,1921.96,17176,16588,588,5,9,64
8281,Trabalhadores da fabricação de cerâmica estrutural para construção,8281-trabalhadores-da-fabricacao-de-ceramica-estrutural-para-construcao,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,82,TRABALHADORES DE INSTALAÇÕES SIDERÚRGICAS E DE MATERIAIS DE CONSTRUÇÃO,828,TRABALHADORES ARTESANAIS DA SIDERURGIA E DE MATERIAIS DE CONSTRUÇÃO,29866,1576.8,Médio Completo,1600.0,12788,12929,-141,2,8,65
8301,Supervisores da fabricação de celulose e papel,8301-supervisores-da-fabricacao-de-celulose-e-papel,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,83,TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL,830,SUPERVISORES DA FABRICAÇÃO DE CELULOSE E PAPEL,1893,5595.78,Médio Completo,3615.0,287,485,-198,1,9,76
8311,Preparadores de pasta para fabricação de papel,8311-preparadores-de-pasta-para-fabricacao-de-papel,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,83,TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL,831,TRABALHADORES DA PREPARAÇÃO DE PASTA DE PAPEL,2065,3306.16,Médio Completo,2010.0,562,632,-70,5,7,89
8321,Operadores de máquinas de fabricar papel e papelão,8321-operadores-de-maquinas-de-fabricar-papel-e-papelao,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,83,TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL,832,TRABALHADORES DA FABRICAÇÃO DE PAPEL,11772,2609.14,Médio Completo,2009.39,4698,5855,-1157,6,8,88
8331,Operadores de máquinas na fabricação de produtos de papel e papelão,8331-operadores-de-maquinas-na-fabricacao-de-produtos-de-papel-e-papelao,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,83,TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL,833,CONFECCIONADORES DE PRODUTOS DE PAPEL E PAPELÃO,8564,2111.49,Médio Completo,1950.0,4920,5604,-684,5,7,44
8332,Trabalhadores artesanais de produtos de papel e papelão,8332-trabalhadores-artesanais-de-produtos-de-papel-e-papelao,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,83,TRABALHADORES DE INSTALAÇÕES E MÁQUINAS DE FABRICAÇÃO DE CELULOSE E PAPEL,833,CONFECCIONADORES DE PRODUTOS DE PAPEL E PAPELÃO,1700,1770.8,Médio Completo,1817.2,1888,1687,201,1,6,32
8401,"Supervisores da fabricação de alimentos, bebidas e fumo",8401-supervisores-da-fabricacao-de-alimentos-bebidas-e-fumo,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",840,"SUPERVISORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",23761,4289.95,Médio Completo,3300.0,6179,9214,-3035,4,8,53
8411,"Trabalhadores da indústria de beneficiamento de grãos, cereais e afins",8411-trabalhadores-da-industria-de-beneficiamento-de-graos-cereais-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",841,OPERADORES DE EQUIPAMENTOS NA PREPARAÇÃO DE ALIMENTOS E BEBIDAS,6534,2440.3,Médio Completo,2000.3,4294,4531,-237,3,9,81
8412,Trabalhadores no beneficiamento do sal,8412-trabalhadores-no-beneficiamento-do-sal,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",841,OPERADORES DE EQUIPAMENTOS NA PREPARAÇÃO DE ALIMENTOS E BEBIDAS,1656,1912.39,Médio Completo,1518.0,855,807,48,2,7,39
8413,Trabalhadores na fabricação e refino de açúcar,8413-trabalhadores-na-fabricacao-e-refino-de-acucar,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",841,OPERADORES DE EQUIPAMENTOS NA PREPARAÇÃO DE ALIMENTOS E BEBIDAS,5979,2797.37,Médio Completo,1972.19,3784,4187,-403,4,9,58
8414,Trabalhadores na fabricação e conservação de alimentos,8414-trabalhadores-na-fabricacao-e-conservacao-de-alimentos,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",841,OPERADORES DE EQUIPAMENTOS NA PREPARAÇÃO DE ALIMENTOS E BEBIDAS,51723,1846.36,Médio Completo,1804.0,39966,38499,1467,15,10,98
8415,Trabalhadores na pasteurização do leite e na fabricação de laticínios  e afins,8415-trabalhadores-na-pasteurizacao-do-leite-e-na-fabricacao-de-laticinios-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",841,OPERADORES DE EQUIPAMENTOS NA PREPARAÇÃO DE ALIMENTOS E BEBIDAS,21138,2064.17,Médio Completo,1842.0,14605,13293,1312,1,8,57
8416,"Trabalhadores na industrialização de café, cacau, mate e de produtos afins",8416-trabalhadores-na-industrializacao-de-cafe-cacau-mate-e-de-produtos-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",841,OPERADORES DE EQUIPAMENTOS NA PREPARAÇÃO DE ALIMENTOS E BEBIDAS,1929,2506.12,Médio Completo,1883.0,465,517,-52,6,10,82
8417,"Trabalhadores na fabricação de cachaça, cerveja, vinhos e outras bebidas",8417-trabalhadores-na-fabricacao-de-cachaca-cerveja-vinhos-e-outras-bebidas,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",841,OPERADORES DE EQUIPAMENTOS NA PREPARAÇÃO DE ALIMENTOS E BEBIDAS,5071,2053.26,Médio Completo,1931.0,4197,4108,89,9,11,75
8418,"Operadores de equipamentos na fabricação de pães, massas alimentícias, doces, chocolates e achocolatados",8418-operadores-de-equipamentos-na-fabricacao-de-paes-massas-alimenticias-doces-chocolates-e-achocolatados,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",841,OPERADORES DE EQUIPAMENTOS NA PREPARAÇÃO DE ALIMENTOS E BEBIDAS,28237,2102.81,Médio Completo,1872.42,12147,15599,-3452,3,8,57
8421,Cigarreiros e beneficiadores de fumo,8421-cigarreiros-e-beneficiadores-de-fumo,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",842,OPERADORES NA PREPARAÇÃO DE FUMO E NA FABRICAÇÃO DE CHARUTOS E CIGARROS,4444,1837.43,Médio Completo,1672.0,14027,13838,189,6,12,107
8422,Charuteiros,8422-charuteiros,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",842,OPERADORES NA PREPARAÇÃO DE FUMO E NA FABRICAÇÃO DE CHARUTOS E CIGARROS,291,1362.95,Médio Completo,1518.0,71,58,13,7,8,52
8423,Cigarreiros,8423-cigarreiros,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",842,OPERADORES NA PREPARAÇÃO DE FUMO E NA FABRICAÇÃO DE CHARUTOS E CIGARROS,,,,,,,,0,0,0
8481,Trabalhadores artesanais na conservação de alimentos,8481-trabalhadores-artesanais-na-conservacao-de-alimentos,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",848,"TRABALHADORES ARTESANAIS NA  AGROINDÚSTRIA, NA INDÚSTRIA DE ALIMENTOS E DO FUMO",10396,2133.91,Médio Completo,1886.0,5780,6457,-677,3,8,57
8482,Trabalhadores artesanais na pasteurização do leite e na fabricação de laticínios e afins,8482-trabalhadores-artesanais-na-pasteurizacao-do-leite-e-na-fabricacao-de-laticinios-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",848,"TRABALHADORES ARTESANAIS NA  AGROINDÚSTRIA, NA INDÚSTRIA DE ALIMENTOS E DO FUMO",5848,1992.49,Médio Completo,1780.0,2249,2258,-9,3,9,49
8483,"Padeiros, confeiteiros e afins",8483-padeiros-confeiteiros-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",848,"TRABALHADORES ARTESANAIS NA  AGROINDÚSTRIA, NA INDÚSTRIA DE ALIMENTOS E DO FUMO",141119,1895.79,Médio Completo,1985.0,82631,88825,-6194,4,12,71
8484,Trabalhadores na degustação e classificação de grãos e afins,8484-trabalhadores-na-degustacao-e-classificacao-de-graos-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",848,"TRABALHADORES ARTESANAIS NA  AGROINDÚSTRIA, NA INDÚSTRIA DE ALIMENTOS E DO FUMO",7741,2439.16,Médio Completo,2000.0,7991,7666,325,5,8,64
8485,Magarefes e afins,8485-magarefes-e-afins,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",848,"TRABALHADORES ARTESANAIS NA  AGROINDÚSTRIA, NA INDÚSTRIA DE ALIMENTOS E DO FUMO",357921,2059.88,Médio Completo,1920.0,295788,287245,8543,5,7,54
8486,Trabalhadores artesanais na indústria do fumo,8486-trabalhadores-artesanais-na-industria-do-fumo,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,84,"TRABALHADORES DA FABRICAÇÃO DE ALIMENTOS, BEBIDAS E FUMO",848,"TRABALHADORES ARTESANAIS NA  AGROINDÚSTRIA, NA INDÚSTRIA DE ALIMENTOS E DO FUMO",600,1392.87,Médio Completo,1715.08,3091,2915,176,1,8,52
8601,Supervisores da produção de utilidades,8601-supervisores-da-producao-de-utilidades,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,86,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",860,SUPERVISORES DA PRODUÇÃO DE UTILIDADES,11650,5635.76,Médio Completo,4113.0,4026,5087,-1061,3,9,81
8611,"Operadores de instalações de geração e distribuição de energia elétrica, hidráulica, térmica ou nuclear",8611-operadores-de-instalacoes-de-geracao-e-distribuicao-de-energia-eletrica-hidraulica-termica-ou-nuclear,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,86,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",861,"OPERADORES NA GERAÇÃO E DISTRIBUIÇÃO DE ENERGIA (CENTRAIS HIDRELÉTRICAS, TERMELÉTRICAS E NUCLEARES)",6285,5062.29,Médio Completo,2720.0,1173,1160,13,4,8,75
8612,Operadores de instalações de distribuição de energia elétrica,8612-operadores-de-instalacoes-de-distribuicao-de-energia-eletrica,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,86,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",861,"OPERADORES NA GERAÇÃO E DISTRIBUIÇÃO DE ENERGIA (CENTRAIS HIDRELÉTRICAS, TERMELÉTRICAS E NUCLEARES)",1929,4694.9,Médio Completo,3200.0,380,353,27,1,8,92
8621,Operadores de máquinas a vapor e utilidades,8621-operadores-de-maquinas-a-vapor-e-utilidades,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,86,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",862,OPERADORES DE UTILIDADES,168468,2524.67,Médio Completo,2153.07,82939,101285,-18346,9,12,137
8622,"Operadores de instalações de captação, tratamento e distribuição de água",8622-operadores-de-instalacoes-de-captacao-tratamento-e-distribuicao-de-agua,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,86,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",862,OPERADORES DE UTILIDADES,23166,3750.39,Médio Completo,1800.0,4143,3922,221,1,8,63
8623,Operadores de instalações de captação e esgotos,8623-operadores-de-instalacoes-de-captacao-e-esgotos,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,86,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",862,OPERADORES DE UTILIDADES,22682,2699.02,Médio Completo,1900.0,9491,7998,1493,2,10,62
8624,"Operadores de instalações de extração, processamento, envasamento e distribuição de gases",8624-operadores-de-instalacoes-de-extracao-processamento-envasamento-e-distribuicao-de-gases,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,86,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",862,OPERADORES DE UTILIDADES,2325,3497.49,Médio Completo,2352.98,1032,890,142,1,8,61
8625,Operadores de instalações de refrigeração e ar-condicionado,8625-operadores-de-instalacoes-de-refrigeracao-e-ar-condicionado,8,TRABALHADORES DA PRODUÇÃO DE BENS E SERVIÇOS INDUSTRIAIS,86,"OPERADORES DE PRODUÇÃO, CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO (ENERGIA, ÁGUA E UTILIDADES)",862,OPERADORES DE UTILIDADES,4667,2537.38,Médio Completo,1929.0,2828,2693,135,3,8,51
9101,"Supervisores em serviços de reparação e manutenção de máquinas e equipamentos industriais, comerciais e residenciais",9101-supervisores-em-servicos-de-reparacao-e-manutencao-de-maquinas-e-equipamentos-industriais-comerciais-e-residenciais,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,910,SUPERVISORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,25069,4860.47,Médio Completo,4500.0,10856,13562,-2706,6,9,102
9102,Supervisores em serviços de reparação e manutenção veicular,9102-supervisores-em-servicos-de-reparacao-e-manutencao-veicular,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,910,SUPERVISORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,9389,4328.95,Médio Completo,3500.0,3206,4248,-1042,2,8,78
9109,"Supervisores de outros trabalhadores de serviços de reparação, conservação e manutenção",9109-supervisores-de-outros-trabalhadores-de-servicos-de-reparacao-conservacao-e-manutencao,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,910,SUPERVISORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,799,4505.96,Médio Completo,2738.09,368,618,-250,2,9,79
9111,"Mecânicos de manutenção de bombas, motores, compressores e equipamentos de transmissão",9111-mecanicos-de-manutencao-de-bombas-motores-compressores-e-equipamentos-de-transmissao,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,911,"MECÂNICOS DE MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS, COMERCIAIS E RESIDENCIAIS",14785,2316.97,Médio Completo,2000.0,8475,7857,618,7,9,65
9112,Mecânicos de manutenção e instalação de aparelhos de  climatização e refrigeração,9112-mecanicos-de-manutencao-e-instalacao-de-aparelhos-de-climatizacao-e-refrigeracao,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,911,"MECÂNICOS DE MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS, COMERCIAIS E RESIDENCIAIS",22864,1901.98,Médio Completo,1899.63,21830,19902,1928,1,8,82
9113,Mecânicos de manutenção de máquinas industriais,9113-mecanicos-de-manutencao-de-maquinas-industriais,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,911,"MECÂNICOS DE MANUTENÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS, COMERCIAIS E RESIDENCIAIS",168572,3169.0,Médio Completo,2500.0,111340,108678,2662,5,8,73
9131,Mecânicos de manutenção de máquinas pesadas e equipamentos agrícolas,9131-mecanicos-de-manutencao-de-maquinas-pesadas-e-equipamentos-agricolas,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,913,MECÂNICOS DE MANUTENÇÃO DE MÁQUINAS PESADAS E EQUIPAMENTOS AGRÍCOLAS,36637,3789.99,Médio Completo,2819.0,19539,20322,-783,5,9,124
9141,Mecânicos de manutenção aeronáutica,9141-mecanicos-de-manutencao-aeronautica,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,914,MECÂNICOS DE MANUTENÇÃO VEICULAR,4331,4268.81,Médio Completo,2688.0,2178,1829,349,2,13,112
9142,Mecânicos de manutenção de motores e equipamentos navais,9142-mecanicos-de-manutencao-de-motores-e-equipamentos-navais,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,914,MECÂNICOS DE MANUTENÇÃO VEICULAR,933,3746.44,Médio Completo,2675.0,573,514,59,1,7,68
9143,Mecânicos de manutenção metroferroviária,9143-mecanicos-de-manutencao-metroferroviaria,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,914,MECÂNICOS DE MANUTENÇÃO VEICULAR,4696,2920.78,Médio Completo,2053.19,1850,1681,169,1,8,91
9144,Mecânicos de manutenção de veículos automotores,9144-mecanicos-de-manutencao-de-veiculos-automotores,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,914,MECÂNICOS DE MANUTENÇÃO VEICULAR,210253,2210.39,Médio Completo,1983.0,137491,132041,5450,5,7,114
9151,Técnicos em manutenção e reparação de instrumentos de medição e precisão,9151-tecnicos-em-manutencao-e-reparacao-de-instrumentos-de-medicao-e-precisao,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,915,REPARADORES DE INSTRUMENTOS E EQUIPAMENTOS DE PRECISÃO,3102,3431.8,Médio Completo,2700.0,1866,1729,137,3,7,76
9152,Restauradores de instrumentos musicais,9152-restauradores-de-instrumentos-musicais,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,915,REPARADORES DE INSTRUMENTOS E EQUIPAMENTOS DE PRECISÃO,108,1640.89,Médio Completo,1991.0,61,63,-2,3,8,76
9153,Técnicos em manutenção e reparação de equipamentos biomédicos,9153-tecnicos-em-manutencao-e-reparacao-de-equipamentos-biomedicos,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,915,REPARADORES DE INSTRUMENTOS E EQUIPAMENTOS DE PRECISÃO,4614,3160.82,Médio Completo,2893.61,2426,2205,221,1,8,58
9154,Reparadores de equipamentos fotográficos,9154-reparadores-de-equipamentos-fotograficos,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,915,REPARADORES DE INSTRUMENTOS E EQUIPAMENTOS DE PRECISÃO,60,2822.72,Médio Completo,1900.0,12,19,-7,1,9,83
9191,Lubrificadores,9191-lubrificadores,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,919,OUTROS TRABALHADORES NA REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS,21661,2619.34,Médio Completo,2000.0,11489,12290,-801,3,7,52
9192,"Trabalhadores de manutenção de roçadeiras, motoserras e similares",9192-trabalhadores-de-manutencao-de-rocadeiras-motoserras-e-similares,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,919,OUTROS TRABALHADORES NA REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS,10420,2395.75,Médio Completo,2036.65,5133,5218,-85,1,7,50
9193,Mecânicos de manutenção de bicicletas e equipamentos esportivos e de ginástica,9193-mecanicos-de-manutencao-de-bicicletas-e-equipamentos-esportivos-e-de-ginastica,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,91,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO MECÂNICA,919,OUTROS TRABALHADORES NA REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS,5904,1656.96,Médio Completo,1800.0,3466,3425,41,3,8,78
9501,"Supervisores de manutenção eletroeletrônica industrial, comercial e predial",9501-supervisores-de-manutencao-eletroeletronica-industrial-comercial-e-predial,9,TRABALHADORES EM SERVIÇOS DE REPARAÇÃO E MANUTENÇÃO,95,POLIMANTENEDORES,950,SUPERVISORES DE MANUTENÇÃO ELETROELETRÔNICA E ELETROMECÂNICA,16218,5120.95,Médio Completo,3952.88,7434,9481,-2047,2,8,55
